ID,Item Details,Parent Group,PRICE,Qty.
574,23265 28 34,LADIES (CARGO) STRAIT,510,1
575,23267 28 34,LADIES (STRAIT) PANT,535,0
576,23269 28 34,LADIES (CARGO) STRAIT,575,0
577,23273 28 34,LADIES (STRAIT) PANT,530,-10
578,23274 28 34,LADIES (STRAIT) PANT,555,0
579,23275 28 34,LADIES (CARGO) STRAIT,530,1
580,23279 28 32,LADIES PANT,495,0
581,23282 28 32,LADIES(BLACK)PANT,460,2
582,23288 34 38,LADIES PANT,610,0
583,23289 28 32,LADIES (STRAIT) PANT,735,8
584,2329 22 24,BOYS CAPRI,480,4
585,23291 28 34,LADIES (STRAIT) PANT,705,1
586,23300 28 32,LADIES PANT,585,1
587,23301 28 32,LADIES JOGGER,545,10
588,23302 28 32,LADIES (STRAIT) PANT,595,0
589,23303 28 32,LADIES (CARGO) STRAIT,470,0
590,23304 28 30,LADIES (CARGO) STRAIT,505,0
591,23305 28 30,LADIES (CARGO) STRAIT,505,2
592,23311 28 34,LADIES JOGGER,560,0
593,23312 28 34,LADIES (STRAIT) PANT,430,1
594,23313 28 34,LADIES (CARGO) STRAIT,560,-1
595,23314 28 34,LADIES (STRAIT) PANT,440,0
596,23319 28 32,LADIES (STRAIT) PANT,595,0
597,23323 28 34,LADIES (STRAIT) R.F.D,545,14
598,23324 28 34,LADIES (STRAIT) R.F.D,535,2
599,23326 36 40,LADIES PANT,580,0
600,23327 28 34,LADIES (CARGO) STRAIT,545,0
601,23331 28 34,LADIES(BLACK)PANT,595,1
602,23332 28 34,LADIES (STRAIT) PANT,650,0
603,23334 28 32,LADIES (CARGO) STRAIT,565,-1
604,23336 28 32,LADIES(R.F.D)PANT,540,0
605,23337 28 32,LADIES JOGGER,505,0
606,23340 28 32,LADIES PANT,520,-5
607,23341 28 32,LADIES CARGO,400,0
608,23342 28 32,LADIES JOGGER,395,1
609,23343 28 34,LADIES (CARGO) STRAIT,340,0
610,23345 28 34,LADIES (CARGO) STRAIT,555,2
611,23346 28 32,LADIES JOGGER,520,0
612,23347 28 34,LADIES (CARGO) STRAIT,575,0
613,23353 28 34,LADIES (STRAIT) R.F.D,555,0
614,23357 28 34,LADIES (STRAIT) R.F.D,620,1
615,23361 28 34,LADIES (CARGO) STRAIT,575,5
616,23362 28 32,LADIES (STRAIT) PANT,580,0
617,23364 28 32,LADIES (STRAIT) PANT,530,1
618,23365 28 32,LADIES PANT,485,0
619,23369 28 30,LADIES (STRAIT) PANT,580,-4
620,23369 28 34,LADIES (STRAIT) PANT,580,24
621,23370 28 34,LADIES (STRAIT) PANT,595,0
622,23371 36 40,LADIES (STRAIT) PANT,525,0
623,23372 28 34,LADIES (STRAIT) PANT,630,7
624,23373 28 32,LADIES (STRAIT) PANT,0,4
625,23373 28 34,LADIES (STRAIT) PANT,475,55
626,23374 28 34,LADIES (STRAIT) PANT,455,1
627,23375 28 34,LADIES (STRAIT) R.F.D,575,4
628,23376 28 34,LADIES (CARGO) STRAIT,495,0
629,23377 28 34,LADIES (CARGO) STRAIT,495,0
630,23379 28 32,LADIES PANT,525,4
631,23380 28 34,LADIES (CARGO) STRAIT,510,0
632,23381 28 34,LADIES (CARGO) STRAIT,725,-1
633,23382 28 32,LADIES PANT,475,4
634,23383 28 32,LADIES (CARGO) STRAIT,515,0
635,23384 28 32,LADIES (CARGO) STRAIT,515,2
636,23390 28 32,LADIES (STRAIT) PANT,490,16
637,23391 28 32,LADIES (STRAIT) PANT,495,15
638,23392 28 32,LADIES (STRAIT) R.F.D,495,-1
639,23393 28 34,LADIES (STRAIT) R.F.D,545,0
640,23394 28 32,LADIES (STRAIT) PANT,615,-2
641,23395 28 34,LADIES (STRAIT) PANT,615,1
642,23396 28 32,LADIES (CARGO) STRAIT,535,1
643,23398 28,LADIES (CARGO) STRAIT,545,0
644,23399 28 30,LADIES(BLACK)PANT,455,6
645,2340 12 20,BOYS CAPRI,365,4
646,23400 28 32,LADIES(BLACK)PANT,460,1
647,23401 28 34,LADIES PANT,515,46
648,23404 36 40,LADIES PANT,455,33
649,23407 36 40,LADIES (STRAIT) PANT,550,-2
650,23408 28 34,LADIES (STRAIT) PANT,395,198
651,23409 28 34,LADIES (STRAIT) PANT,405,-1
652,23410 28 34,LADIES (STRAIT) PANT,745,0
653,23411,LADIES (STRAIT) PANT,730,0
654,23414 36 38,LADIES (CARGO) STRAIT,775,0
655,23415 28,LADIES(BLACK)PANT,505,0
656,23415 28 34,LADIES(BLACK)PANT,505,7
657,23417 28 32,LADIES (CARGO) STRAIT,350,-1
658,23419 28 32,LADIES (STRAIT) PANT,305,0
659,23421 28 32,LADIES PANT,345,0
660,23422 28 32,LADIES (STRAIT) PANT,345,24
661,23423 28 32,LADIES (CARGO) STRAIT,345,0
662,23424 28 30,LADIES (CARGO) STRAIT,355,0
663,23425 28 32,LADIES (CARGO) STRAIT,375,0
664,23427 28 34,LADIES (CARGO) STRAIT,590,0
665,23428 28 32,LADIES (CARGO) STRAIT,510,31
666,23429 28 32,LADIES (CARGO) STRAIT,515,0
667,23430 28 32,LADIES (CARGO) STRAIT,485,1
668,23432 28 34,LADIES PANT,545,0
669,23433 28 34,LADIES PANT,545,1
670,23434 28 34,LADIES (CARGO) STRAIT,745,0
671,23436 28 32,LADIES (STRAIT) PANT,620,0
672,23437 36 38,LADIES (STRAIT) PANT,775,0
673,23438 36 38,LADIES (STRAIT) R.F.D,625,25
674,23439 36 38,LADIES (STRAIT) PANT,615,32
675,23440 28 34,LADIES (CARGO) STRAIT,525,6
676,23441 28 34,LADIES (CARGO) STRAIT,535,0
677,23442 28 34,LADIES (CARGO) STRAIT,565,-1
678,23443 28 32,LADIES (CARGO) STRAIT,520,0
679,23444 28 34,LADIES (STRAIT) PANT,545,0
680,23445 28 34,LADIES (CARGO) STRAIT,570,0
681,23446 28 32,LADIES (STRAIT) R.F.D,510,1
682,23448 28 34,LADIES (STRAIT) PANT,570,0
683,23449 28 32,LADIES (CARGO) STRAIT,435,-4
684,23450 28 34,LADIES (STRAIT) PANT,580,0
685,23451 28 32,LADIES (STRAIT) PANT,570,0
686,23452 28 34,LADIES (STRAIT) PANT,570,0
687,23453 28 34,LADIES (STRAIT) PANT,590,0
688,23454 28 30,LADIES (STRAIT) PANT,590,8
689,23455 28 32,LADIES (STRAIT) PANT,535,10
690,23456 28 34,LADIES (CARGO) STRAIT,375,12
691,23457 28 34,LADIES (CARGO) STRAIT,455,17
692,23458 28 32,LADIES (STRAIT) PANT,310,0
693,23459 28 34,LADIES (CARGO) STRAIT,530,0
694,23460 28 34,LADIES (STRAIT) PANT,495,35
695,23461 28 32,LADIES (CARGO) STRAIT,505,-1
696,23462 28 32,LADIES PANT,620,0
697,23463 28 32,LADIES (STRAIT) PANT,605,0
698,23464 28 32,LADIES (STRAIT) PANT,565,35
699,23465 28 32,LADIES (STRAIT) PANT,565,18
700,23466 28 34,LADIES (CARGO) STRAIT,765,0
701,23467 28 34,LADIES (CARGO) STRAIT,765,0
702,23468 28 34,LADIES (CARGO) STRAIT,665,0
703,23470 28 34,LADIES (CARGO) STRAIT,720,0
704,23472 36 40,LADIES (CARGO) STRAIT,755,0
705,23473 36 38,LADIES(BLACK)PANT,670,0
706,23474 28 34,LADIES(BLACK)PANT,570,0
707,23475 28 34,LADIES PANT,670,10
708,23476 28 32,LADIES PANT,625,0
709,23477 28 34,LADIES PANT,665,0
710,23479 28 34,LADIES(WHITE)PANT,520,0
711,23481 28 34,LADIES (STRAIT) PANT,425,1
712,23482 36 40,LADIES PANT,590,19
713,23483 28 34,LADIES JOGGER,435,0
714,23484 34 38,LADIES (STRAIT) PANT,810,0
715,23485 34 38,LADIES (STRAIT) R.F.D,570,12
716,23486 28 34,LADIES (STRAIT) R.F.D,490,1
717,23487 28 32,LADIES PANT,480,8
718,23488 28 32,LADIES (STRAIT) R.F.D,560,0
719,23490 28 34,LADIES (STRAIT) PANT,565,0
720,23491 28 34,LADIES (CARGO) STRAIT,615,2
721,23492 28 34,LADIES (CARGO) STRAIT,590,1
722,23493 28 34,LADIES (CARGO) STRAIT,580,0
723,23494 28 34,LADIES (CARGO) STRAIT,615,0
724,23495 28 34,LADIES(BLACK)PANT,530,0
725,23496 28 34,LADIES (STRAIT) PANT,465,-1
726,23497 28 34,LADIES (STRAIT) PANT,490,-1
727,23498 28 34,LADIES (STRAIT) PANT,425,100
728,23499 36 38,LADIES (STRAIT) PANT,460,92
729,23500 28 32,LADIES PANT,330,0
730,23502 28 34,LADIES(MOM FIT),620,0
731,23503 28 34,LADIES JOGGER,565,0
732,23504 28 34,LADIES PANT,605,0
733,23505 28 34,LADIES (STRAIT) PANT,595,16
734,23506 28 34,LADIES(R.F.D)PANT,560,9
735,23507 28 34,LADIES PANT,565,0
736,23508 28 32,LADIES (STRAIT) PANT,455,0
737,23509 28 32,LADIES (STRAIT) R.F.D,510,15
738,23510 28 32,LADIES (STRAIT) R.F.D,510,0
739,23511 28 34,LADIES (STRAIT) PANT,530,4
740,23512 28 34,LADIES (CARGO) STRAIT,565,4
741,23513 28 34,LADIES (STRAIT) PANT,570,35
742,23514 28 34,LADIES (STRAIT) PANT,570,35
743,23515 28 34,LADIES (CARGO) STRAIT,410,-4
744,23516 28 34,LADIES (STRAIT) PANT,630,2
745,23517 28 34,LADIES(WHITE)PANT,605,40
746,23518 28 34,LADIES (CARGO) STRAIT,670,0
747,23519 34 38,LADIES (STRAIT) PANT,710,-1
748,23520 28 32,LADIES (CARGO) STRAIT,435,1
749,23522 28 32,LADIES PANT,570,15
750,23523 28 32,LADIES PANT,570,0
751,23524 28 32,LADIES PANT,570,12
752,23525 28 34,LADIES (STRAIT) PANT,435,0
753,23527 28 32,LADIES (CARGO) STRAIT,465,2
754,23528 28 32,LADIES (CARGO) STRAIT,510,1
755,23529 28 32,LADIES (CARGO) STRAIT,510,1
756,23532 28 34,LADIES (CARGO) STRAIT,565,5
757,23533 28 32,LADIES (CARGO) STRAIT,570,0
758,23534 28 32,LADIES (CARGO) STRAIT,575,0
759,23535 34 36,LADIES (CARGO) STRAIT,620,4
760,23536 36 38,LADIES (STRAIT) PANT,610,0
761,23537 28 34,LADIES (CARGO) STRAIT,515,0
762,23538 28 34,LADIES (CARGO) STRAIT,480,0
763,23541 28 32,LADIES (CARGO) STRAIT,555,0
764,23542 28 32,LADIES (CARGO) STRAIT,555,0
765,23543 28 34,LADIES (CARGO) STRAIT,605,4
766,23544 28 34,LADIES (STRAIT) PANT,585,0
767,23545 28 34,LADIES (STRAIT) PANT,585,0
768,23546 28 34,LADIES (STRAIT) PANT,585,0
769,23547 36 38,LADIES (STRAIT) R.F.D,640,-6
770,23548 28 34,LADIES (CARGO) STRAIT,635,0
771,23549 36 40,LADIES (FORMAL) PANT,565,0
772,23551 28 34,LADIES (STRAIT) PANT,735,3
773,23552 28 34,LADIES (STRAIT) PANT,680,0
774,23553 36 40,LADIES (CARGO) STRAIT,775,0
775,23554 28 34,LADIES (STRAIT) JAGGING,335,-8
776,23555 28 34,LADIES (CARGO) STRAIT,590,0
777,23556 28 32,LADIES (CARGO) STRAIT,470,0
778,23557 28 32,LADIES (CARGO) STRAIT,490,0
779,23558 28 32,LADIES (R.F.D) JOGGER,605,0
780,23559 28 32,LADIES (CARGO) STRAIT,440,0
781,23560 28 34,LADIES (CARGO) STRAIT,595,0
782,23561 28 32,LADIES (STRAIT) PANT,480,0
783,23562 28 32,LADIES (STRAIT) PANT,545,0
784,23563 28 32,LADIES (STRAIT) PANT,540,0
785,23564 28 34,LADIES (STRAIT) R.F.D,545,0
786,23565 28 32,LADIES (CARGO) STRAIT,310,12
787,23566 28 34,LADIES (STRAIT) PANT,495,0
788,23567 28 34,LADIES (STRAIT) PANT,480,0
789,23568 28 34,LADIES (STRAIT) PANT,495,0
790,23569 28 34,LADIES (CARGO) STRAIT,520,0
791,23570 28 34,LADIES (CARGO) STRAIT,495,4
792,23571 36 40,LADIES (CARGO) STRAIT,705,0
793,23572 28 32,LADIES (CARGO) STRAIT,520,0
794,23573 28 32,LADIES (CARGO) STRAIT,540,0
795,23574 28 32,LADIES (STRAIT) R.F.D,580,0
796,23575 28 32,LADIES (STRAIT) R.F.D,530,7
797,23576 28 34,LADIES (STRAIT) PANT,495,0
798,23577 28 32,LADIES PANT,365,27
799,23578 28 32,LADIES PANT,345,0
800,23579 28 34,LADIES (BLK) JOGGER,560,0
801,23580 28 34,LADIES (BLK) JOGGER,560,0
802,23581 28 34,LADIES (STRAIT) PANT,545,0
803,23582 28 34,LADIES (STRAIT) JAGGING,395,0
804,23583 28 32,LADIES(BLACK)PANT,475,1
805,23585 28 32,LADIES PANT,560,10
806,23586 28 34,LADIES JEGGING (BLACK),395,1
807,23587 28 34,LADIES JOGGER,580,0
808,23588 28 30,LADIES JOGGER,580,8
809,23589 28 34,LADIES (STRAIT) PANT,545,0
810,23590 28 32,LADIES (CARGO) STRAIT,520,-5
811,23591 28 32,LADIES PANT,505,0
812,23592 34 36,LADIES(WHITE)PANT,550,6
813,23593 28 32,LADIES PANT,590,0
814,23595 28 32,LADIES PANT,565,0
815,23597 28 32,LADIES CARGO,570,0
816,23598 28 32,LADIES JOGGER,565,0
817,23599 28 32,LADIES (CARGO) STRAIT,460,1
818,236 (KP)  1 10     [611190],KURTA PAJAMA,460,0
819,23600 28 34,LADIES (STRAIT) PANT,465,-2
820,23601 28 32,LADIES PANT,540,0
821,23603,LADIES (CARGO) STRAIT,675,0
822,23604,LADIES(WHITE)PANT,730,24
823,23605 28 34,LADIES(WHITE)PANT,695,0
824,23606 28 34,LADIES (CARGO) STRAIT,560,-4
825,23607 28 34,LADIES (CARGO) STRAIT,595,0
826,23608,LADIES (CARGO) STRAIT,505,0
827,23609,LADIES (CARGO) STRAIT,505,1
828,23610,LADIES (CARGO) STRAIT,475,-5
829,23611,LADIES (STRAIT) PANT,595,-6
830,23612,LADIES (STRAIT) PANT,610,0
831,23613,LADIES (STRAIT) PANT,0,0
832,23614,LADIES(WHITE)PANT,595,0
833,23615,LADIES (STRAIT) PANT,585,0
834,23616,LADIES (STRAIT) PANT,585,0
835,23617,LADIES (STRAIT) PANT,585,0
836,23618 28 34,LADIES (STRAIT) PANT,695,0
837,23619,LADIES (STRAIT) PANT,730,0
838,23620,LADIES (STRAIT) PANT,730,3
839,23621,LADIES (CARGO) STRAIT,765,0
840,23622,LADIES (STRAIT) PANT,730,-4
841,23623,LADIES (STRAIT) PANT,730,0
842,23624,LADIES (CARGO) STRAIT,730,0
843,23625 28 34,LADIES (CARGO) STRAIT,730,0
844,23626,LADIES (STRAIT) PANT,755,0
845,23627 28 34,LADIES (CARGO) STRAIT,580,1
846,23628 28 34,LADIES (STRAIT) R.F.D,530,0
847,23629,LADIES (CARGO) STRAIT,505,0
848,23630,LADIES (STRAIT) PANT,645,0
849,23631 28-34,LADIES (STRAIT) PANT,620,1
850,23632 28-32,LADIES (CARGO) STRAIT,615,0
851,23633 28-34,LADIES(WHITE)PANT,545,0
852,23634 28 32,LADIES (CARGO) STRAIT,440,0
853,23635 28 32,LADIES (STRAIT) R.F.D,665,0
854,23636 28 34,LADIES (CARGO) STRAIT,445,8
855,23637 28 34,LADIES (CARGO) STRAIT,325,0
856,23638 28 34,LADIES (STRAIT) JAGGING,300,0
857,23639 M to 2xl,LADIES (STRAIT) JAGGING,365,0
858,23640 26 34,LADIES (STRAIT) JAGGING,470,0
859,23641 M to 2xl,LADIES (STRAIT) JAGGING,365,0
860,23642 M-l-xl,LADIES (STRAIT) JAGGING,540,0
861,23643 M-l-xl,LADIES (STRAIT) JAGGING,450,11
862,23644 28 34,LADIES (STRAIT) JAGGING,505,16
863,23645 M to xl,LADIES (STRAIT) JAGGING,595,3
864,23646 28 32,LADIES (STRAIT) PANT,445,25
865,23647 28 32,LADIES (STRAIT) PANT,445,35
866,23648 28 32,LADIES (STRAIT) PANT,455,1
867,23649 28 32,LADIES (STRAIT) PANT,475,0
868,23650 28 32,LADIES (STRAIT) PANT,490,0
869,23651 34 36,LADIES (STRAIT) PANT,525,4
870,23652 28 34,LADIES (CARGO) STRAIT,695,11
871,23653 28 34,LADIES (STRAIT) PANT,585,0
872,23654 28 34,LADIES (CARGO) STRAIT,720,0
873,23655 36 40,LADIES (CARGO) STRAIT,760,0
874,23656 28 34,LADIES (STRAIT) PANT,670,0
875,23657 36 40,LADIES (STRAIT) PANT,710,-4
876,23658 28 32,LADIES (CARGO) STRAIT,440,0
877,23659 28 32,GIRLS (CARGO) STRAIT,475,0
878,23660 28 30,LADIES JOGGER,510,0
879,23661 28 32,LADIES (CARGO) STRAIT,355,0
880,23662 28 32,LADIES (STRAIT) PANT,375,0
881,23663 28 34,LADIES CARGO,560,0
882,23664 28 34,LADIES (STRAIT) PANT,605,0
883,23665 28 34,LADIES (STRAIT) PANT,670,20
884,23666 28 34,LADIES (CARGO) STRAIT,625,0
885,23667 28,LADIES (STRAIT) PANT,510,0
886,23668 28,LADIES (CARGO) STRAIT,545,0
887,23669 28 32,LADIES (STRAIT) PANT,425,0
888,23670 28 30,LADIES (CARGO) STRAIT,570,0
889,23671 28,LADIES (CARGO) STRAIT,570,0
890,23672 28 34,GIRLS (STRAIT) PANT,580,0
891,23673 28 32,GIRLS (STRAIT) PANT,475,0
892,23674 28 32,GIRLS (STRAIT) PANT,475,2
893,23675 28 32,GIRLS (STRAIT) PANT,475,0
894,23676 28 32,LADIES (STRAIT) PANT,535,0
895,23677 28 32,LADIES (STRAIT) PANT,550,0
896,23678 28 32,LADIES (CARGO) STRAIT,590,-4
897,23679 28 32,LADIES (CARGO) STRAIT,565,4
898,23680 28 32,LADIES (STRAIT) PANT,590,21
899,23681 28 32,LADIES (STRAIT) R.F.D,525,1
900,23682 28 32,LADIES (STRAIT) PANT,425,0
901,23683 28 34,LADIES (CARGO) STRAIT,670,0
902,23684 28 34,LADIES (BALL BOTTOM) PANT,585,36
903,23685 28 32,LADIES (STRAIT) R.F.D,0,0
904,23686 28 32,LADIES (CARGO) STRAIT,610,0
905,23687 28 32,LADIES (STRAIT) PANT,575,0
906,23688 28 32,LADIES (STRAIT) PANT,0,0
907,23689 28 32,LADIES (CARGO) STRAIT,670,0
908,23690 28 32,LADIES (CARGO) STRAIT,560,0
909,23691 28 32,LADIES (CARGO) STRAIT,690,0
910,23692 XL XXL,LADIES (CARGO) STRAIT,300,8
911,23693 28 32,LADIES (CARGO) STRAIT,485,0
912,23694 28 34,LADIES (STRAIT) PANT,290,0
913,23695 28 34,LADIES (STRAIT) PANT,610,0
914,23696 28 32,LADIES (CARGO) STRAIT,0,0
915,23697 28 34,LADIES (STRAIT) PANT,525,2
916,23698 28 34,LADIES (CARGO) STRAIT,540,0
917,23699 28 30,LADIES (CARGO) STRAIT,555,0
918,23700 28,LADIES (STRAIT) PANT,570,0
919,23701 28 32,LADIES (STRAIT) PANT,525,8
920,23702 28 32,LADIES (STRAIT) R.F.D,590,0
921,23702 28 34,LADIES (STRAIT) PANT,0,0
922,23703 28 32,LADIES(BLACK)PANT,510,0
923,23704 28 32,LADIES(BLACK)PANT,535,0
924,23705 28 34,LADIES CARGO,360,0
925,23706 28 34,LADIES (CARGO) STRAIT,595,0
926,23707 28 34,LADIES (CARGO) STRAIT,585,0
927,23708 28 34,LADIES (CARGO) STRAIT,665,0
928,23709 28 34,LADIES PANT,525,0
929,23710 28 32,LADIES (STRAIT) PANT,505,0
930,23711 28 34,LADIES (STRAIT) PANT,750,0
931,23712 28 34,LADIES (STRAIT) PANT,705,2
932,23713 28 34,LADIES (STRAIT) PANT,695,0
933,23714 28 34,LADIES (STRAIT) PANT,730,0
934,23715 28 34,LADIES (STRAIT) PANT,640,0
935,23716 28,LADIES (STRAIT) PANT,565,0
936,23717 28 32,LADIES (STRAIT) PANT,480,1
937,23718 28 34,LADIES (STRAIT) PANT,515,2
938,23719 28 34,LADIES (STRAIT) PANT,595,0
939,23720 28 30,LADIES (STRAIT) PANT,560,0
940,23721 28 34,LADIES (STRAIT) PANT,410,136
941,23722 28 34,LADIES (CARGO) STRAIT,520,0
942,23723 28 34,LADIES (CARGO) STRAIT,545,0
943,23724 28 34,LADIES PANT,575,0
944,23725 28 34,LADIES(WHITE)PANT,590,11
945,23726 28 34,LADIES (STRAIT) PANT,650,0
946,23727 36 38,LADIES (CARGO) STRAIT,640,-4
947,23728 28 34,LADIES (STRAIT) PANT,525,0
948,23729 28,LADIES (CARGO) STRAIT,610,0
949,23730 28,LADIES (STRAIT) PANT,565,0
950,23731 28,LADIES (STRAIT) PANT,585,0
951,23732 28,LADIES (STRAIT) PANT,570,-8
952,23733 28,LADIES (STRAIT) R.F.D,560,1
953,23734 28,LADIES (STRAIT) PANT,0,0
954,23734 28 34,LADIES (STRAIT) PANT,0,0
955,23735 28 34,LADIES (CARGO) STRAIT,455,0
956,23736 28 34,LADIES (STRAIT) PANT,425,1
957,23737 28 34,LADIES (CARGO) STRAIT,450,4
958,23738 28 34,LADIES (STRAIT) PANT,415,0
959,23739 28 32,LADIES (STRAIT) PANT,510,0
960,23740 28 32,LADIES (STRAIT) PANT,520,0
961,23741 28,LADIES (STRAIT) PANT,525,0
962,23742 28,LADIES (STRAIT) PANT,555,0
963,23743 28,LADIES JOGGER,590,0
964,23744 28,LADIES (STRAIT) PANT,560,0
965,23745 28 34,LADIES (CARGO) STRAIT,310,4
966,23746 28 32,LADIES (STRAIT) PANT,575,0
967,23747 28 32,LADIES (CARGO) STRAIT,620,0
968,23748 28 34,LADIES (CARGO) STRAIT,630,0
969,23749 28 34,LADIES (CARGO) STRAIT,655,0
970,23750 28 34,LADIES (CARGO) STRAIT,620,0
971,23751 28,LADIES (STRAIT) PANT,510,30
972,23752 28 32,LADIES (STRAIT) PANT,430,0
973,23753 XL XXL,LADIES (CARGO) STRAIT,255,14
974,23754 28 32,LADIES (CARGO) STRAIT,555,0
975,23755 28 32,LADIES (CARGO) STRAIT,520,1
976,23756 28 32,LADIES (CARGO) STRAIT,435,0
977,23757 28 32,LADIES (STRAIT) PANT,490,0
978,23758 36 40,LADIES (STRAIT) PANT,675,-5
979,23759 28 34,LADIES (STRAIT) PANT,705,1
980,23760 28 32,LADIES (CARGO) STRAIT,510,0
981,23761 28 32,LADIES (CARGO) STRAIT,495,0
982,23762 28 32,LADIES JOGGER,455,0
983,23763 28 30,LADIES(BLACK)PANT,475,0
984,23764 28 32,LADIES (CARGO) STRAIT,605,10
985,23765 28 30,LADIES(WHITE)PANT,530,0
986,23766 28 30,LADIES(WHITE)PANT,565,-4
987,23767 28 30,LADIES (CARGO) STRAIT,535,0
988,23768 28 32,LADIES(BLACK)PANT,530,0
989,23769 28 34,LADIES (CARGO) STRAIT,440,0
990,23770 28 34,LADIES (STRAIT) R.F.D,545,0
991,23771 28,LADIES (CARGO) STRAIT,570,0
992,23772 36 38,LADIES (CARGO) STRAIT,645,0
993,23773 28 34,LADIES (CARGO) STRAIT,690,1
994,23774 28 34,LADIES (BALL BOTTOM) PANT,575,0
995,23775 28 34,LADIES (BALL BOTTOM) PANT,535,0
996,23776 28 34,LADIES(BLACK)PANT,570,4
997,23777 28 34,LADIES (STRAIT) PANT,640,0
998,23778 28 34,LADIES (STRAIT) PANT,515,0
999,23779 28 34,LADIES (STRAIT) PANT,505,0
1000,23780 28 34,LADIES (STRAIT) PANT,480,0
1001,23781 28 32,LADIES(BLACK)PANT,455,3
1002,23782 28 34,LADIES (STRAIT) PANT,615,0
1003,23783 28 34,LADIES (STRAIT) PANT,0,0
1004,23784 28 32,LADIES (STRAIT) R.F.D,585,12
1005,23785 28 34,LADIES (STRAIT) PANT,695,0
1006,23786 28 34,LADIES (CARGO) STRAIT,730,1
1007,23787 28 34,LADIES (CARGO) STRAIT,0,0
1008,23788 28,LADIES (CARGO) STRAIT,545,0
1009,23789 28 32,LADIES (CARGO) STRAIT,545,0
1010,23790 28 34,LADIES (STRAIT) PANT,655,0
1011,23791 28 32,LADIES (STRAIT) PANT,565,0
1012,23792 34 38,LADIES (STRAIT) PANT,605,0
1013,23793 28 32,LADIES (CARGO) STRAIT,490,-1
1014,23794 28 34,LADIES (CARGO) STRAIT,565,0
1015,23795 28 32,LADIES (STRAIT) PANT,605,0
1016,23796 28 34,LADIES (STRAIT) JAGGING,345,1
1017,23797 28 30,LADIES (CARGO) STRAIT,0,0
1018,23798 28 32,LADIES (CARGO) STRAIT,465,0
1019,23799 28 32,LADIES (CARGO) STRAIT,555,0
1020,23800 28 32,LADIES (STRAIT) R.F.D,550,0
1021,23801 28 34,LADIES (STRAIT) R.F.D,615,0
1022,23802 28 34,LADIES (STRAIT) PANT,425,11
1023,23803 28 34,LADIES (CARGO) STRAIT,480,9
1024,23804 28 34,LADIES (STRAIT) PANT,540,1
1025,23805 28 32,LADIES(WHITE)PANT,530,0
1026,23806 28 32,LADIES (STRAIT) JAGGING,385,0
1027,23807 28 32,LADIES (STRAIT) JAGGING,375,1
1028,23808 28 34,LADIES(WHITE)PANT,540,0
1029,23809 28,LADIES (STRAIT) PANT,545,-2
1030,23809 28 34,LADIES (CARGO) STRAIT,545,2
1031,23810 28 32,LADIES (STRAIT) JAGGING,455,24
1032,23811 28 34,LADIES (CARGO) STRAIT,0,0
1033,23812 28 34,LADIES(WHITE)PANT,530,4
1034,23813 28 34,LADIES (STRAIT) PANT,640,0
1035,23814 28 32,LADIES (CARGO) STRAIT,570,0
1036,23815 28 32,LADIES CAPRI,480,16
1037,23816 28 34,LADIES CAPRI,485,16
1038,23817 28 34,LADIES (STRAIT) R.F.D,605,0
1039,23818 28 34,LADIES (STRAIT) JAGGING,360,0
1040,23819 28 32,LADIES (STRAIT) PANT,540,0
1041,23820 28 34,LADIES (STRAIT) PANT,545,0
1042,23821 28 32,LADIES (CARGO) STRAIT,505,0
1043,23822 28 32,LADIES (CARGO) STRAIT,505,0
1044,23823 28 32,LADIES CARGO,505,0
1045,23824 28 34,LADIES (STRAIT) PANT,530,0
1046,23825 28 34,LADIES (STRAIT) PANT,375,0
1047,23826 28 34,LADIES (STRAIT) PANT,435,0
1048,23827 28 34,LADIES (CARGO) STRAIT,555,28
1049,23828 28 34,LADIES (STRAIT) JAGGING,505,100
1050,23829 M L XL,LADIES (CARGO) STRAIT,590,6
1051,23830 28 34,LADIES JOGGER,465,-1
1052,23831 28 34,LADIES (BALL BOTTOM) PANT,725,0
1053,23832 28 36,LADIES (STRAIT) PANT,625,2
1054,23833 28,LADIES (STRAIT) PANT,570,0
1055,23834 28,LADIES (STRAIT) PANT,565,0
1056,23835 28 34,LADIES (CARGO) STRAIT,495,12
1057,23836 M L XL,LADIES (CARGO) STRAIT,565,15
1058,23837 28 34,LADIES (CARGO) STRAIT,470,68
1059,23838 28 34,LADIES (STRAIT) PANT,545,0
1060,23839 28 34,LADIES (STRAIT) PANT,495,1
1061,23840 28 34,LADIES (STRAIT) PANT,540,0
1062,23841 28 34,LADIES (STRAIT) R.F.D,455,2
1063,23842 28 34,LADIES (STRAIT) R.F.D,495,0
1064,23843 28 32,LADIES (CARGO) STRAIT,585,0
1065,23844 28 32,LADIES (BALL BOTTOM) PANT,545,0
1066,23844 28 34,LADIES (STRAIT) PANT,0,0
1067,23845 28 32,LADIES (BALL BOTTOM) PANT,545,1
1068,23846 28,LADIES (STRAIT) PANT,560,-4
1069,23846 28 34,LADIES (STRAIT) PANT,560,4
1070,23847 28 32,LADIES PANT,435,0
1071,23848 28 32,GIRLS P,505,-4
1072,23849 28,LADIES (CARGO) STRAIT,550,0
1073,23850 28,LADIES (CARGO) STRAIT,525,0
1074,23852 28 34,LADIES (FORMAL) PANT,335,1
1075,23853 28 34,LADIES (STRAIT) PANT,415,-5
1076,23854 28 34,LADIES (STRAIT) PANT,415,0
